timestamp, system, entity , value (°c)
1625582582.954, lauv-roald, SmartX, 15.309
1625582582.964, lauv-roald, DVL, 15.453
1625582583.137, lauv-roald, Power Supply, 26.000
1625582583.338, lauv-roald, Power Supply, 26.000
1625582583.364, lauv-roald, DVL, 15.449
1625582583.454, lauv-roald, SmartX, 15.304
1625582583.538, lauv-roald, Power Supply, 26.000
1625582583.558, lauv-roald, DVL, 15.449
1625582583.683, lauv-roald, Oxygen Sensor, 15.285
1625582583.738, lauv-roald, Power Supply, 26.000
1625582583.758, lauv-roald, DVL, 15.455
1625582583.882, lauv-roald, Power Supply, 26.000
1625582583.890, lauv-roald, Power Supply, 26.000
1625582583.952, lauv-roald, Mainboard (Core), 47.812
1625582583.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582583.952, lauv-roald, Mainboard (Board), 39.625
1625582583.954, lauv-roald, SmartX, 15.301
1625582584.156, lauv-roald, DVL, 15.450
1625582584.240, lauv-roald, Power Supply, 26.000
1625582584.357, lauv-roald, DVL, 15.462
1625582584.439, lauv-roald, Power Supply, 26.000
1625582584.454, lauv-roald, SmartX, 15.289
1625582584.559, lauv-roald, DVL, 15.466
1625582584.638, lauv-roald, Power Supply, 26.000
1625582584.683, lauv-roald, Oxygen Sensor, 15.303
1625582584.812, lauv-roald, Motor Controller (MCU), 29.000
1625582584.812, lauv-roald, Motor Controller (Bridge), 34.000
1625582584.812, lauv-roald, Motor, 40.000
1625582584.839, lauv-roald, Power Supply, 26.000
1625582584.913, lauv-roald, Power Supply, 26.000
1625582584.919, lauv-roald, Power Supply, 26.000
1625582584.952, lauv-roald, Mainboard (Core), 47.812
1625582584.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582584.952, lauv-roald, Mainboard (Board), 39.625
1625582584.954, lauv-roald, SmartX, 15.301
1625582584.957, lauv-roald, DVL, 15.465
1625582585.039, lauv-roald, Power Supply, 26.000
1625582585.162, lauv-roald, DVL, 15.462
1625582585.361, lauv-roald, DVL, 15.467
1625582585.454, lauv-roald, SmartX, 15.291
1625582585.540, lauv-roald, Power Supply, 26.000
1625582585.683, lauv-roald, Oxygen Sensor, 15.293
1625582585.740, lauv-roald, Power Supply, 26.000
1625582585.766, lauv-roald, DVL, 15.464
1625582585.941, lauv-roald, Power Supply, 26.000
1625582585.949, lauv-roald, Power Supply, 26.000
1625582585.952, lauv-roald, Mainboard (Core), 47.687
1625582585.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582585.953, lauv-roald, Mainboard (Board), 39.625
1625582585.954, lauv-roald, SmartX, 15.309
1625582585.956, lauv-roald, Power Supply, 26.000
1625582585.962, lauv-roald, DVL, 15.472
1625582586.141, lauv-roald, Power Supply, 26.000
1625582586.161, lauv-roald, DVL, 15.461
1625582586.340, lauv-roald, Power Supply, 26.000
1625582586.455, lauv-roald, SmartX, 15.300
1625582586.556, lauv-roald, DVL, 15.470
1625582586.682, lauv-roald, Oxygen Sensor, 15.299
1625582586.763, lauv-roald, DVL, 15.468
1625582586.842, lauv-roald, Power Supply, 26.000
1625582586.912, lauv-roald, Motor Controller (MCU), 29.000
1625582586.912, lauv-roald, Motor Controller (Bridge), 34.000
1625582586.912, lauv-roald, Motor, 40.000
1625582586.952, lauv-roald, Mainboard (Core), 47.687
1625582586.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582586.952, lauv-roald, Mainboard (Board), 39.625
1625582586.954, lauv-roald, SmartX, 15.313
1625582586.960, lauv-roald, DVL, 15.465
1625582586.991, lauv-roald, Power Supply, 26.000
1625582586.999, lauv-roald, Power Supply, 26.000
1625582587.041, lauv-roald, Power Supply, 26.000
1625582587.242, lauv-roald, Power Supply, 26.000
1625582587.360, lauv-roald, DVL, 15.470
1625582587.442, lauv-roald, Power Supply, 26.000
1625582587.454, lauv-roald, SmartX, 15.322
1625582587.563, lauv-roald, DVL, 15.476
1625582587.642, lauv-roald, Power Supply, 26.000
1625582587.682, lauv-roald, Oxygen Sensor, 15.305
1625582587.758, lauv-roald, DVL, 15.475
1625582587.952, lauv-roald, Mainboard (Core), 47.875
1625582587.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582587.952, lauv-roald, Mainboard (Board), 39.562
1625582587.954, lauv-roald, SmartX, 15.323
1625582588.023, lauv-roald, Power Supply, 26.000
1625582588.030, lauv-roald, Power Supply, 26.000
1625582588.143, lauv-roald, Power Supply, 26.000
1625582588.163, lauv-roald, DVL, 15.471
1625582588.344, lauv-roald, Power Supply, 26.000
1625582588.360, lauv-roald, DVL, 15.481
1625582588.454, lauv-roald, SmartX, 15.326
1625582588.543, lauv-roald, Power Supply, 26.000
1625582588.558, lauv-roald, DVL, 15.483
1625582588.682, lauv-roald, Oxygen Sensor, 15.319
1625582588.743, lauv-roald, Power Supply, 26.000
1625582588.944, lauv-roald, Power Supply, 26.000
1625582588.952, lauv-roald, Mainboard (Core), 47.875
1625582588.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582588.952, lauv-roald, Mainboard (Board), 39.562
1625582588.954, lauv-roald, SmartX, 15.324
1625582588.957, lauv-roald, DVL, 15.481
1625582589.012, lauv-roald, Motor Controller (MCU), 29.000
1625582589.012, lauv-roald, Motor Controller (Bridge), 34.000
1625582589.012, lauv-roald, Motor, 40.000
1625582589.052, lauv-roald, Power Supply, 26.000
1625582589.060, lauv-roald, Power Supply, 26.000
1625582589.161, lauv-roald, DVL, 15.484
1625582589.362, lauv-roald, DVL, 15.488
1625582589.444, lauv-roald, Power Supply, 26.000
1625582589.454, lauv-roald, SmartX, 15.324
1625582589.643, lauv-roald, Power Supply, 26.000
1625582589.682, lauv-roald, Oxygen Sensor, 15.323
1625582589.764, lauv-roald, DVL, 15.494
1625582589.844, lauv-roald, Power Supply, 26.000
1625582589.952, lauv-roald, Mainboard (Core), 47.937
1625582589.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582589.952, lauv-roald, Mainboard (Board), 39.562
1625582589.954, lauv-roald, SmartX, 15.334
1625582589.964, lauv-roald, DVL, 15.497
1625582590.045, lauv-roald, Power Supply, 26.000
1625582590.080, lauv-roald, Power Supply, 26.000
1625582590.087, lauv-roald, Power Supply, 26.000
1625582590.162, lauv-roald, DVL, 15.490
1625582590.243, lauv-roald, Power Supply, 26.000
1625582590.454, lauv-roald, SmartX, 15.354
1625582590.559, lauv-roald, DVL, 15.491
1625582590.682, lauv-roald, Oxygen Sensor, 15.321
1625582590.744, lauv-roald, Power Supply, 26.000
1625582590.756, lauv-roald, DVL, 15.498
1625582590.945, lauv-roald, Power Supply, 26.000
1625582590.952, lauv-roald, Mainboard (Core), 47.937
1625582590.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582590.952, lauv-roald, Mainboard (Board), 39.562
1625582590.954, lauv-roald, SmartX, 15.362
1625582590.962, lauv-roald, DVL, 15.495
1625582591.012, lauv-roald, Motor Controller (MCU), 29.000
1625582591.012, lauv-roald, Motor Controller (Bridge), 34.000
1625582591.012, lauv-roald, Motor, 40.000
1625582591.110, lauv-roald, Power Supply, 26.000
1625582591.117, lauv-roald, Power Supply, 26.000
1625582591.146, lauv-roald, Power Supply, 26.000
1625582591.345, lauv-roald, Power Supply, 26.000
1625582591.359, lauv-roald, DVL, 15.500
1625582591.454, lauv-roald, SmartX, 15.367
1625582591.545, lauv-roald, Power Supply, 26.000
1625582591.565, lauv-roald, DVL, 15.499
1625582591.682, lauv-roald, Oxygen Sensor, 15.336
1625582591.759, lauv-roald, DVL, 15.499
1625582591.952, lauv-roald, Mainboard (Core), 47.812
1625582591.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582591.952, lauv-roald, Mainboard (Board), 39.562
1625582591.954, lauv-roald, SmartX, 15.371
1625582592.045, lauv-roald, Power Supply, 26.000
1625582592.141, lauv-roald, Power Supply, 26.000
1625582592.148, lauv-roald, Power Supply, 26.000
1625582592.160, lauv-roald, DVL, 15.497
1625582592.246, lauv-roald, Power Supply, 26.000
1625582592.358, lauv-roald, DVL, 15.516
1625582592.446, lauv-roald, Power Supply, 26.000
1625582592.453, lauv-roald, SmartX, 15.368
1625582592.556, lauv-roald, DVL, 15.512
1625582592.646, lauv-roald, Power Supply, 26.000
1625582592.682, lauv-roald, Oxygen Sensor, 15.358
1625582592.845, lauv-roald, Power Supply, 26.000
1625582592.952, lauv-roald, Mainboard (Core), 47.812
1625582592.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582592.952, lauv-roald, Mainboard (Board), 39.562
1625582592.953, lauv-roald, SmartX, 15.359
1625582592.957, lauv-roald, DVL, 15.512
1625582593.112, lauv-roald, Motor Controller (MCU), 29.000
1625582593.112, lauv-roald, Motor Controller (Bridge), 34.000
1625582593.112, lauv-roald, Motor, 40.000
1625582593.156, lauv-roald, DVL, 15.523
1625582593.171, lauv-roald, Power Supply, 26.000
1625582593.179, lauv-roald, Power Supply, 26.000
1625582593.347, lauv-roald, Power Supply, 26.000
1625582593.359, lauv-roald, DVL, 15.521
1625582593.454, lauv-roald, SmartX, 15.353
1625582593.547, lauv-roald, Power Supply, 26.000
1625582593.683, lauv-roald, Oxygen Sensor, 15.357
1625582593.745, lauv-roald, Power Supply, 26.000
1625582593.757, lauv-roald, DVL, 15.524
1625582593.947, lauv-roald, Power Supply, 26.000
1625582593.952, lauv-roald, Mainboard (Core), 47.875
1625582593.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582593.952, lauv-roald, Mainboard (Board), 39.312
1625582593.953, lauv-roald, SmartX, 15.344
1625582593.958, lauv-roald, DVL, 15.526
1625582594.147, lauv-roald, Power Supply, 26.000
1625582594.160, lauv-roald, DVL, 15.524
1625582594.204, lauv-roald, Power Supply, 26.000
1625582594.212, lauv-roald, Power Supply, 26.000
1625582594.453, lauv-roald, SmartX, 15.348
1625582594.560, lauv-roald, DVL, 15.523
1625582594.647, lauv-roald, Power Supply, 26.000
1625582594.682, lauv-roald, Oxygen Sensor, 15.341
1625582594.762, lauv-roald, DVL, 15.522
1625582594.847, lauv-roald, Power Supply, 26.000
1625582594.952, lauv-roald, Mainboard (Core), 47.875
1625582594.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582594.952, lauv-roald, Mainboard (Board), 39.312
1625582594.953, lauv-roald, SmartX, 15.343
1625582594.959, lauv-roald, DVL, 15.521
1625582595.047, lauv-roald, Power Supply, 26.000
1625582595.112, lauv-roald, Motor Controller (MCU), 29.000
1625582595.112, lauv-roald, Motor Controller (Bridge), 34.000
1625582595.112, lauv-roald, Motor, 40.000
1625582595.248, lauv-roald, Power Supply, 26.000
1625582595.256, lauv-roald, Power Supply, 26.000
1625582595.356, lauv-roald, DVL, 15.521
1625582595.448, lauv-roald, Power Supply, 26.000
1625582595.453, lauv-roald, SmartX, 15.352
1625582595.558, lauv-roald, DVL, 15.519
1625582595.682, lauv-roald, Oxygen Sensor, 15.335
1625582595.755, lauv-roald, DVL, 15.516
1625582595.947, lauv-roald, Power Supply, 26.000
1625582595.952, lauv-roald, Mainboard (Core), 47.875
1625582595.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582595.952, lauv-roald, Mainboard (Board), 39.625
1625582595.953, lauv-roald, SmartX, 15.360
1625582596.147, lauv-roald, Power Supply, 26.000
1625582596.157, lauv-roald, DVL, 15.511
1625582596.265, lauv-roald, Power Supply, 26.000
1625582596.272, lauv-roald, Power Supply, 26.000
1625582596.347, lauv-roald, Power Supply, 26.000
1625582596.359, lauv-roald, DVL, 15.516
1625582596.453, lauv-roald, SmartX, 15.367
1625582596.547, lauv-roald, Power Supply, 26.000
1625582596.557, lauv-roald, DVL, 15.517
1625582596.682, lauv-roald, Oxygen Sensor, 15.346
1625582596.747, lauv-roald, Power Supply, 26.000
1625582596.952, lauv-roald, Mainboard (Core), 47.875
1625582596.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582596.952, lauv-roald, Mainboard (Board), 39.625
1625582596.953, lauv-roald, SmartX, 15.385
1625582596.957, lauv-roald, DVL, 15.521
1625582597.166, lauv-roald, DVL, 15.512
1625582597.212, lauv-roald, Motor Controller (MCU), 29.000
1625582597.212, lauv-roald, Motor Controller (Bridge), 34.000
1625582597.212, lauv-roald, Motor, 40.000
1625582597.248, lauv-roald, Power Supply, 26.000
1625582597.306, lauv-roald, Power Supply, 26.000
1625582597.313, lauv-roald, Power Supply, 26.000
1625582597.355, lauv-roald, DVL, 15.516
1625582597.448, lauv-roald, Power Supply, 26.000
1625582597.453, lauv-roald, SmartX, 15.400
1625582597.648, lauv-roald, Power Supply, 26.000
1625582597.682, lauv-roald, Oxygen Sensor, 15.363
1625582597.763, lauv-roald, DVL, 15.522
1625582597.850, lauv-roald, Power Supply, 26.000
1625582597.952, lauv-roald, Mainboard (Core), 47.812
1625582597.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582597.952, lauv-roald, Mainboard (Board), 39.562
1625582597.953, lauv-roald, SmartX, 15.425
1625582597.960, lauv-roald, DVL, 15.530
1625582598.049, lauv-roald, Power Supply, 26.000
1625582598.162, lauv-roald, DVL, 15.531
1625582598.335, lauv-roald, Power Supply, 26.000
1625582598.343, lauv-roald, Power Supply, 26.000
1625582598.453, lauv-roald, SmartX, 15.430
1625582598.550, lauv-roald, Power Supply, 26.000
1625582598.560, lauv-roald, DVL, 15.532
1625582598.682, lauv-roald, Oxygen Sensor, 15.385
1625582598.750, lauv-roald, Power Supply, 26.000
1625582598.762, lauv-roald, DVL, 15.540
1625582598.950, lauv-roald, Power Supply, 26.000
1625582598.952, lauv-roald, Mainboard (Core), 47.812
1625582598.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582598.952, lauv-roald, Mainboard (Board), 39.562
1625582598.953, lauv-roald, SmartX, 15.424
1625582598.964, lauv-roald, DVL, 15.540
1625582599.149, lauv-roald, Power Supply, 26.000
1625582599.312, lauv-roald, Motor Controller (MCU), 29.000
1625582599.312, lauv-roald, Motor Controller (Bridge), 34.000
1625582599.312, lauv-roald, Motor, 40.000
1625582599.351, lauv-roald, Power Supply, 26.000
1625582599.359, lauv-roald, DVL, 15.547
1625582599.369, lauv-roald, Power Supply, 26.000
1625582599.377, lauv-roald, Power Supply, 26.000
1625582599.453, lauv-roald, SmartX, 15.432
1625582599.565, lauv-roald, DVL, 15.552
1625582599.682, lauv-roald, Oxygen Sensor, 15.412
1625582599.758, lauv-roald, DVL, 15.557
1625582599.851, lauv-roald, Power Supply, 26.000
1625582599.952, lauv-roald, Mainboard (Core), 47.875
1625582599.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582599.952, lauv-roald, Mainboard (Board), 39.625
1625582599.953, lauv-roald, SmartX, 15.421
1625582600.049, lauv-roald, Power Supply, 26.000
1625582600.154, lauv-roald, DVL, 15.553
1625582600.249, lauv-roald, Power Supply, 26.000
1625582600.357, lauv-roald, DVL, 15.570
1625582600.404, lauv-roald, Power Supply, 26.000
1625582600.411, lauv-roald, Power Supply, 26.000
1625582600.450, lauv-roald, Power Supply, 26.000
1625582600.453, lauv-roald, SmartX, 15.413
1625582600.564, lauv-roald, DVL, 15.568
1625582600.650, lauv-roald, Power Supply, 26.000
1625582600.682, lauv-roald, Oxygen Sensor, 15.411
1625582600.952, lauv-roald, Mainboard (Core), 47.875
1625582600.952, lauv-roald, Mainboard (SuperIO), 41.875
1625582600.952, lauv-roald, Mainboard (Board), 39.625
1625582600.953, lauv-roald, SmartX, 15.374
1625582600.958, lauv-roald, DVL, 15.569
1625582601.150, lauv-roald, Power Supply, 26.000
1625582601.165, lauv-roald, DVL, 15.564
1625582601.350, lauv-roald, Power Supply, 26.000
1625582601.362, lauv-roald, DVL, 15.571
1625582601.412, lauv-roald, Motor Controller (MCU), 29.000
1625582601.412, lauv-roald, Motor Controller (Bridge), 34.000
1625582601.412, lauv-roald, Motor, 40.000
1625582601.429, lauv-roald, Power Supply, 26.000
1625582601.437, lauv-roald, Power Supply, 26.000
1625582601.453, lauv-roald, SmartX, 15.373
1625582601.552, lauv-roald, Power Supply, 26.000
1625582601.682, lauv-roald, Oxygen Sensor, 15.384
1625582601.751, lauv-roald, Power Supply, 26.000
1625582601.760, lauv-roald, DVL, 15.563
1625582601.952, lauv-roald, Mainboard (Core), 47.750
1625582601.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582601.952, lauv-roald, Mainboard (Board), 39.562
1625582601.953, lauv-roald, SmartX, 15.359
1625582601.954, lauv-roald, Power Supply, 26.000
1625582601.957, lauv-roald, DVL, 15.566
1625582602.161, lauv-roald, DVL, 15.555
1625582602.453, lauv-roald, SmartX, 15.353
1625582602.454, lauv-roald, Power Supply, 26.000
1625582602.465, lauv-roald, Power Supply, 26.000
1625582602.472, lauv-roald, Power Supply, 26.000
1625582602.560, lauv-roald, DVL, 15.549
1625582602.653, lauv-roald, Power Supply, 26.000
1625582602.682, lauv-roald, Oxygen Sensor, 15.358
1625582602.763, lauv-roald, DVL, 15.549
1625582602.852, lauv-roald, Power Supply, 26.000
1625582602.952, lauv-roald, Mainboard (Core), 47.750
1625582602.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582602.952, lauv-roald, Mainboard (Board), 39.562
1625582602.953, lauv-roald, SmartX, 15.358
1625582602.965, lauv-roald, DVL, 15.547
1625582603.052, lauv-roald, Power Supply, 26.000
1625582603.252, lauv-roald, Power Supply, 26.000
1625582603.361, lauv-roald, DVL, 15.544
1625582603.412, lauv-roald, Motor Controller (MCU), 29.000
1625582603.412, lauv-roald, Motor Controller (Bridge), 34.000
1625582603.412, lauv-roald, Motor, 40.000
1625582603.453, lauv-roald, SmartX, 15.386
1625582603.500, lauv-roald, Power Supply, 26.000
1625582603.506, lauv-roald, Power Supply, 26.000
1625582603.556, lauv-roald, DVL, 15.541
1625582603.682, lauv-roald, Oxygen Sensor, 15.353
1625582603.753, lauv-roald, Power Supply, 26.000
1625582603.756, lauv-roald, DVL, 15.542
1625582603.952, lauv-roald, Mainboard (Core), 47.875
1625582603.952, lauv-roald, Mainboard (SuperIO), 41.937
1625582603.952, lauv-roald, Mainboard (Board), 39.687
1625582603.953, lauv-roald, SmartX, 15.417
1625582603.954, lauv-roald, Power Supply, 26.000
1625582604.152, lauv-roald, Power Supply, 26.000
1625582604.155, lauv-roald, DVL, 15.535
1625582604.352, lauv-roald, Power Supply, 26.000
1625582604.358, lauv-roald, DVL, 15.538
1625582604.453, lauv-roald, SmartX, 15.408
1625582604.526, lauv-roald, Power Supply, 26.000
1625582604.556, lauv-roald, Power Supply, 26.000
1625582604.558, lauv-roald, DVL, 15.540
1625582604.682, lauv-roald, Oxygen Sensor, 15.378
1625582604.952, lauv-roald, Mainboard (Core), 47.875
1625582604.952, lauv-roald, Mainboard (SuperIO), 41.937
1625582604.952, lauv-roald, Mainboard (Board), 39.687
1625582604.953, lauv-roald, SmartX, 15.420
1625582604.959, lauv-roald, DVL, 15.541
1625582605.054, lauv-roald, Power Supply, 26.000
1625582605.162, lauv-roald, DVL, 15.544
1625582605.254, lauv-roald, Power Supply, 26.000
1625582605.360, lauv-roald, DVL, 15.546
1625582605.453, lauv-roald, SmartX, 15.431
1625582605.512, lauv-roald, Motor Controller (MCU), 29.000
1625582605.512, lauv-roald, Motor Controller (Bridge), 34.000
1625582605.512, lauv-roald, Motor, 40.000
1625582605.556, lauv-roald, Power Supply, 26.000
1625582605.563, lauv-roald, Power Supply, 26.000
1625582605.654, lauv-roald, Power Supply, 26.000
1625582605.683, lauv-roald, Oxygen Sensor, 15.401
1625582605.764, lauv-roald, DVL, 15.550
1625582605.855, lauv-roald, Power Supply, 26.000
1625582605.952, lauv-roald, Mainboard (Core), 48.187
1625582605.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582605.952, lauv-roald, Mainboard (Board), 39.625
1625582605.953, lauv-roald, SmartX, 15.438
1625582605.958, lauv-roald, DVL, 15.559
1625582606.161, lauv-roald, DVL, 15.557
1625582606.354, lauv-roald, Power Supply, 26.000
1625582606.452, lauv-roald, SmartX, 15.417
1625582606.555, lauv-roald, Power Supply, 26.000
1625582606.558, lauv-roald, DVL, 15.562
1625582606.592, lauv-roald, Power Supply, 26.000
1625582606.599, lauv-roald, Power Supply, 26.000
1625582606.682, lauv-roald, Oxygen Sensor, 15.415
1625582606.755, lauv-roald, Power Supply, 26.000
1625582606.758, lauv-roald, DVL, 15.572
1625582606.952, lauv-roald, Mainboard (Core), 48.187
1625582606.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582606.952, lauv-roald, Mainboard (Board), 39.625
1625582606.953, lauv-roald, SmartX, 15.381
1625582606.956, lauv-roald, Power Supply, 26.000
1625582606.961, lauv-roald, DVL, 15.569
1625582607.154, lauv-roald, Power Supply, 26.000
1625582607.354, lauv-roald, DVL, 15.567
1625582607.453, lauv-roald, SmartX, 15.370
1625582607.557, lauv-roald, DVL, 15.572
1625582607.612, lauv-roald, Motor Controller (MCU), 29.000
1625582607.612, lauv-roald, Motor Controller (Bridge), 34.000
1625582607.612, lauv-roald, Motor, 40.000
1625582607.619, lauv-roald, Power Supply, 26.000
1625582607.627, lauv-roald, Power Supply, 26.000
1625582607.657, lauv-roald, Power Supply, 26.000
1625582607.682, lauv-roald, Oxygen Sensor, 15.398
1625582607.764, lauv-roald, DVL, 15.568
1625582607.856, lauv-roald, Power Supply, 26.000
1625582607.952, lauv-roald, Mainboard (Core), 47.875
1625582607.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582607.952, lauv-roald, Mainboard (Board), 39.500
1625582607.953, lauv-roald, SmartX, 15.344
1625582608.055, lauv-roald, Power Supply, 26.000
1625582608.163, lauv-roald, DVL, 15.560
1625582608.255, lauv-roald, Power Supply, 26.000
1625582608.358, lauv-roald, DVL, 15.563
1625582608.452, lauv-roald, SmartX, 15.349
1625582608.456, lauv-roald, Power Supply, 26.000
1625582608.565, lauv-roald, DVL, 15.562
1625582608.649, lauv-roald, Power Supply, 26.000
1625582608.655, lauv-roald, Power Supply, 26.000
1625582608.682, lauv-roald, Oxygen Sensor, 15.359
1625582608.952, lauv-roald, Mainboard (Core), 47.875
1625582608.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582608.952, lauv-roald, Mainboard (Board), 39.500
1625582608.953, lauv-roald, SmartX, 15.335
1625582608.957, lauv-roald, Power Supply, 26.000
1625582608.958, lauv-roald, DVL, 15.550
1625582609.158, lauv-roald, Power Supply, 26.000
1625582609.159, lauv-roald, DVL, 15.543
1625582609.357, lauv-roald, Power Supply, 26.000
1625582609.363, lauv-roald, DVL, 15.545
1625582609.452, lauv-roald, SmartX, 15.355
1625582609.556, lauv-roald, Power Supply, 26.000
1625582609.675, lauv-roald, Power Supply, 26.000
1625582609.683, lauv-roald, Oxygen Sensor, 15.342
1625582609.683, lauv-roald, Power Supply, 26.000
1625582609.712, lauv-roald, Motor Controller (MCU), 29.000
1625582609.712, lauv-roald, Motor Controller (Bridge), 34.000
1625582609.712, lauv-roald, Motor, 40.000
1625582609.756, lauv-roald, Power Supply, 26.000
1625582609.761, lauv-roald, DVL, 15.534
1625582609.952, lauv-roald, Mainboard (Core), 47.875
1625582609.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582609.952, lauv-roald, Mainboard (Board), 39.625
1625582609.953, lauv-roald, SmartX, 15.352
1625582609.955, lauv-roald, DVL, 15.529
1625582610.157, lauv-roald, DVL, 15.530
1625582610.259, lauv-roald, Power Supply, 26.000
1625582610.453, lauv-roald, SmartX, 15.383
1625582610.459, lauv-roald, Power Supply, 26.000
1625582610.564, lauv-roald, DVL, 15.523
1625582610.656, lauv-roald, Power Supply, 26.000
1625582610.682, lauv-roald, Oxygen Sensor, 15.344
1625582610.711, lauv-roald, Power Supply, 26.000
1625582610.717, lauv-roald, Power Supply, 26.000
1625582610.764, lauv-roald, DVL, 15.523
1625582610.858, lauv-roald, Power Supply, 26.000
1625582610.952, lauv-roald, Mainboard (Core), 47.875
1625582610.952, lauv-roald, Mainboard (SuperIO), 41.812
1625582610.952, lauv-roald, Mainboard (Board), 39.625
1625582610.953, lauv-roald, SmartX, 15.386
1625582610.962, lauv-roald, DVL, 15.526
1625582611.057, lauv-roald, Power Supply, 26.000
1625582611.363, lauv-roald, DVL, 15.524
1625582611.452, lauv-roald, SmartX, 15.391
1625582611.557, lauv-roald, Power Supply, 26.000
1625582611.562, lauv-roald, DVL, 15.530
1625582611.682, lauv-roald, Oxygen Sensor, 15.377
1625582611.758, lauv-roald, Power Supply, 26.000
1625582611.761, lauv-roald, DVL, 15.534
1625582611.768, lauv-roald, Power Supply, 26.000
1625582611.812, lauv-roald, Motor Controller (MCU), 29.000
1625582611.812, lauv-roald, Motor Controller (Bridge), 34.000
1625582611.812, lauv-roald, Motor, 40.000
1625582611.952, lauv-roald, Mainboard (Core), 48.062
1625582611.952, lauv-roald, Mainboard (SuperIO), 41.750
1625582611.952, lauv-roald, Mainboard (Board), 39.562
1625582611.953, lauv-roald, SmartX, 15.375
1625582611.959, lauv-roald, Power Supply, 26.000
1625582612.157, lauv-roald, DVL, 15.533
1625582612.160, lauv-roald, Power Supply, 26.000
1625582612.356, lauv-roald, DVL, 15.546
1625582612.359, lauv-roald, Power Supply, 26.000
1625582612.452, lauv-roald, SmartX, 15.388
1625582612.567, lauv-roald, DVL, 15.545
1625582612.682, lauv-roald, Oxygen Sensor, 15.390
1625582612.771, lauv-roald, Power Supply, 26.000
1625582612.777, lauv-roald, Power Supply, 26.000
1625582612.858, lauv-roald, Power Supply, 26.000
1625582612.952, lauv-roald, SmartX, 15.399
1625582612.953, lauv-roald, Mainboard (Core), 48.062
1625582612.953, lauv-roald, Mainboard (SuperIO), 41.812
1625582612.953, lauv-roald, Mainboard (Board), 39.562
1625582612.958, lauv-roald, DVL, 15.548
1625582613.059, lauv-roald, Power Supply, 26.000
1625582613.154, lauv-roald, DVL, 15.548
1625582613.259, lauv-roald, Power Supply, 26.000
1625582613.361, lauv-roald, DVL, 15.550
1625582613.452, lauv-roald, SmartX, 15.401
1625582613.460, lauv-roald, Power Supply, 26.000
1625582613.659, lauv-roald, Power Supply, 26.000
1625582613.682, lauv-roald, Oxygen Sensor, 15.391
1625582613.763, lauv-roald, DVL, 15.547
1625582613.804, lauv-roald, Power Supply, 26.000
1625582613.811, lauv-roald, Power Supply, 26.000
1625582613.912, lauv-roald, Motor Controller (MCU), 29.000
1625582613.912, lauv-roald, Motor Controller (Bridge), 34.000
1625582613.912, lauv-roald, Motor, 40.000
1625582613.952, lauv-roald, SmartX, 15.386
1625582613.953, lauv-roald, Mainboard (Core), 48.062
1625582613.953, lauv-roald, Mainboard (SuperIO), 41.812
1625582613.953, lauv-roald, Mainboard (Board), 39.562
1625582613.963, lauv-roald, DVL, 15.555
1625582614.160, lauv-roald, Power Supply, 26.000
1625582614.161, lauv-roald, DVL, 15.556
1625582614.360, lauv-roald, Power Supply, 26.000
1625582614.452, lauv-roald, SmartX, 15.393
1625582614.561, lauv-roald, DVL, 15.553
1625582614.561, lauv-roald, Power Supply, 26.000
1625582614.682, lauv-roald, Oxygen Sensor, 15.389
1625582614.758, lauv-roald, DVL, 15.560
1625582614.761, lauv-roald, Power Supply, 26.000
1625582614.834, lauv-roald, Power Supply, 26.000
1625582614.840, lauv-roald, Power Supply, 26.000
1625582614.952, lauv-roald, Mainboard (Core), 47.687
1625582614.952, lauv-roald, Mainboard (SuperIO), 41.937
1625582614.952, lauv-roald, Mainboard (Board), 39.625
1625582614.953, lauv-roald, SmartX, 15.376
1625582614.956, lauv-roald, DVL, 15.563
1625582614.962, lauv-roald, Power Supply, 26.000
1625582615.357, lauv-roald, DVL, 15.556
1625582615.452, lauv-roald, SmartX, 15.362
1625582615.462, lauv-roald, Power Supply, 26.000
1625582615.556, lauv-roald, DVL, 15.561
