timestamp, system, entity , value (m)
1625582021.492, lauv-roald, SmartX, 1.641
1625582021.758, lauv-roald, DVL, 1.366
1625582021.959, lauv-roald, DVL, 1.371
1625582021.992, lauv-roald, SmartX, 1.651
1625582022.160, lauv-roald, DVL, 1.367
1625582022.492, lauv-roald, SmartX, 1.671
1625582022.557, lauv-roald, DVL, 1.393
1625582022.754, lauv-roald, DVL, 1.405
1625582022.956, lauv-roald, DVL, 1.405
1625582022.992, lauv-roald, SmartX, 1.711
1625582023.358, lauv-roald, DVL, 1.434
1625582023.492, lauv-roald, SmartX, 1.721
1625582023.555, lauv-roald, DVL, 1.444
1625582023.755, lauv-roald, DVL, 1.454
1625582023.992, lauv-roald, SmartX, 1.741
1625582024.158, lauv-roald, DVL, 1.459
1625582024.358, lauv-roald, DVL, 1.466
1625582024.492, lauv-roald, SmartX, 1.731
1625582024.560, lauv-roald, DVL, 1.470
1625582024.964, lauv-roald, DVL, 1.471
1625582024.992, lauv-roald, SmartX, 1.721
1625582025.161, lauv-roald, DVL, 1.475
1625582025.359, lauv-roald, DVL, 1.475
1625582025.492, lauv-roald, SmartX, 1.741
1625582025.753, lauv-roald, DVL, 1.469
1625582025.953, lauv-roald, DVL, 1.467
1625582025.992, lauv-roald, SmartX, 1.731
1625582026.154, lauv-roald, DVL, 1.469
1625582026.492, lauv-roald, SmartX, 1.721
1625582026.553, lauv-roald, DVL, 1.467
1625582026.758, lauv-roald, DVL, 1.464
1625582026.955, lauv-roald, DVL, 1.467
1625582026.992, lauv-roald, SmartX, 1.741
1625582027.361, lauv-roald, DVL, 1.462
1625582027.492, lauv-roald, SmartX, 1.751
1625582027.560, lauv-roald, DVL, 1.471
1625582027.758, lauv-roald, DVL, 1.459
1625582027.992, lauv-roald, SmartX, 1.741
1625582028.159, lauv-roald, DVL, 1.457
1625582028.361, lauv-roald, DVL, 1.464
1625582028.492, lauv-roald, SmartX, 1.711
1625582028.557, lauv-roald, DVL, 1.453
1625582028.956, lauv-roald, DVL, 1.462
1625582028.992, lauv-roald, SmartX, 1.721
1625582029.156, lauv-roald, DVL, 1.453
1625582029.358, lauv-roald, DVL, 1.467
1625582029.492, lauv-roald, SmartX, 1.711
1625582029.753, lauv-roald, DVL, 1.451
1625582029.962, lauv-roald, DVL, 1.459
1625582029.992, lauv-roald, SmartX, 1.731
1625582030.155, lauv-roald, DVL, 1.457
1625582030.492, lauv-roald, SmartX, 1.731
1625582030.557, lauv-roald, DVL, 1.452
1625582030.759, lauv-roald, DVL, 1.463
1625582030.958, lauv-roald, DVL, 1.459
1625582030.992, lauv-roald, SmartX, 1.711
1625582031.358, lauv-roald, DVL, 1.453
1625582031.491, lauv-roald, SmartX, 1.731
1625582031.560, lauv-roald, DVL, 1.447
1625582031.757, lauv-roald, DVL, 1.456
1625582031.991, lauv-roald, SmartX, 1.711
1625582032.157, lauv-roald, DVL, 1.455
1625582032.359, lauv-roald, DVL, 1.450
1625582032.491, lauv-roald, SmartX, 1.711
1625582032.559, lauv-roald, DVL, 1.440
1625582032.957, lauv-roald, DVL, 1.442
1625582032.991, lauv-roald, SmartX, 1.711
1625582033.156, lauv-roald, DVL, 1.447
1625582033.354, lauv-roald, DVL, 1.446
1625582033.491, lauv-roald, SmartX, 1.711
1625582033.754, lauv-roald, DVL, 1.442
1625582033.953, lauv-roald, DVL, 1.445
1625582033.992, lauv-roald, SmartX, 1.711
1625582034.159, lauv-roald, DVL, 1.437
1625582034.491, lauv-roald, SmartX, 1.721
1625582034.558, lauv-roald, DVL, 1.446
1625582034.760, lauv-roald, DVL, 1.442
1625582034.953, lauv-roald, DVL, 1.452
1625582034.991, lauv-roald, SmartX, 1.721
1625582035.356, lauv-roald, DVL, 1.454
1625582035.491, lauv-roald, SmartX, 1.701
1625582035.562, lauv-roald, DVL, 1.452
1625582035.760, lauv-roald, DVL, 1.448
1625582035.991, lauv-roald, SmartX, 1.711
1625582036.160, lauv-roald, DVL, 1.441
1625582036.358, lauv-roald, DVL, 1.449
1625582036.491, lauv-roald, SmartX, 1.711
1625582036.561, lauv-roald, DVL, 1.449
1625582036.951, lauv-roald, DVL, 1.441
1625582036.991, lauv-roald, SmartX, 1.711
1625582037.154, lauv-roald, DVL, 1.444
1625582037.357, lauv-roald, DVL, 1.435
1625582037.491, lauv-roald, SmartX, 1.711
1625582037.753, lauv-roald, DVL, 1.440
1625582037.958, lauv-roald, DVL, 1.441
1625582037.991, lauv-roald, SmartX, 1.711
1625582038.162, lauv-roald, DVL, 1.427
1625582038.491, lauv-roald, SmartX, 1.681
1625582038.559, lauv-roald, DVL, 1.428
1625582038.754, lauv-roald, DVL, 1.427
1625582038.957, lauv-roald, DVL, 1.428
1625582038.991, lauv-roald, SmartX, 1.691
1625582039.357, lauv-roald, DVL, 1.433
1625582039.491, lauv-roald, SmartX, 1.701
1625582039.560, lauv-roald, DVL, 1.439
1625582039.756, lauv-roald, DVL, 1.431
1625582039.991, lauv-roald, SmartX, 1.711
1625582040.154, lauv-roald, DVL, 1.443
1625582040.362, lauv-roald, DVL, 1.440
1625582040.491, lauv-roald, SmartX, 1.711
1625582040.555, lauv-roald, DVL, 1.441
1625582040.956, lauv-roald, DVL, 1.461
1625582040.991, lauv-roald, SmartX, 1.721
1625582041.152, lauv-roald, DVL, 1.445
1625582041.361, lauv-roald, DVL, 1.458
1625582041.491, lauv-roald, SmartX, 1.731
1625582041.754, lauv-roald, DVL, 1.457
1625582041.955, lauv-roald, DVL, 1.451
1625582041.991, lauv-roald, SmartX, 1.721
1625582042.153, lauv-roald, DVL, 1.468
1625582042.491, lauv-roald, SmartX, 1.731
1625582042.556, lauv-roald, DVL, 1.460
1625582042.761, lauv-roald, DVL, 1.465
1625582042.961, lauv-roald, DVL, 1.470
1625582042.991, lauv-roald, SmartX, 1.731
1625582043.353, lauv-roald, DVL, 1.464
1625582043.491, lauv-roald, SmartX, 1.721
1625582043.560, lauv-roald, DVL, 1.463
1625582043.754, lauv-roald, DVL, 1.456
1625582043.991, lauv-roald, SmartX, 1.711
1625582044.157, lauv-roald, DVL, 1.449
1625582044.350, lauv-roald, DVL, 1.453
1625582044.491, lauv-roald, SmartX, 1.701
1625582044.557, lauv-roald, DVL, 1.453
1625582044.956, lauv-roald, DVL, 1.448
1625582044.991, lauv-roald, SmartX, 1.691
1625582045.156, lauv-roald, DVL, 1.437
1625582045.356, lauv-roald, DVL, 1.436
1625582045.491, lauv-roald, SmartX, 1.681
1625582045.758, lauv-roald, DVL, 1.442
1625582045.960, lauv-roald, DVL, 1.444
1625582045.991, lauv-roald, SmartX, 1.681
1625582046.155, lauv-roald, DVL, 1.447
1625582046.490, lauv-roald, SmartX, 1.622
1625582046.554, lauv-roald, DVL, 1.417
1625582046.761, lauv-roald, DVL, 1.402
1625582046.960, lauv-roald, DVL, 1.386
1625582046.990, lauv-roald, SmartX, 1.582
1625582047.359, lauv-roald, DVL, 1.337
1625582047.490, lauv-roald, SmartX, 1.492
1625582047.558, lauv-roald, DVL, 1.302
1625582047.756, lauv-roald, DVL, 1.283
1625582047.990, lauv-roald, SmartX, 1.423
1625582048.160, lauv-roald, DVL, 1.201
1625582048.360, lauv-roald, DVL, 1.184
1625582048.490, lauv-roald, SmartX, 1.343
1625582048.559, lauv-roald, DVL, 1.145
1625582048.960, lauv-roald, DVL, 1.107
1625582048.990, lauv-roald, SmartX, 1.303
1625582049.158, lauv-roald, DVL, 1.085
1625582049.355, lauv-roald, DVL, 1.052
1625582049.490, lauv-roald, SmartX, 1.273
1625582049.758, lauv-roald, DVL, 1.032
1625582049.954, lauv-roald, DVL, 1.031
1625582049.990, lauv-roald, SmartX, 1.263
1625582050.157, lauv-roald, DVL, 1.019
1625582050.490, lauv-roald, SmartX, 1.273
1625582050.557, lauv-roald, DVL, 1.016
1625582050.754, lauv-roald, DVL, 1.010
1625582050.953, lauv-roald, DVL, 1.015
1625582050.990, lauv-roald, SmartX, 1.254
1625582051.358, lauv-roald, DVL, 1.013
1625582051.490, lauv-roald, SmartX, 1.273
1625582051.561, lauv-roald, DVL, 1.017
1625582051.759, lauv-roald, DVL, 1.006
1625582051.990, lauv-roald, SmartX, 1.254
1625582052.157, lauv-roald, DVL, 1.009
1625582052.360, lauv-roald, DVL, 1.013
1625582052.490, lauv-roald, SmartX, 1.224
1625582052.559, lauv-roald, DVL, 0.996
1625582052.957, lauv-roald, DVL, 0.983
1625582052.990, lauv-roald, SmartX, 1.224
1625582053.155, lauv-roald, DVL, 0.976
1625582053.359, lauv-roald, DVL, 0.975
1625582053.490, lauv-roald, SmartX, 1.214
1625582053.753, lauv-roald, DVL, 0.953
1625582053.954, lauv-roald, DVL, 0.952
1625582053.990, lauv-roald, SmartX, 1.204
1625582054.157, lauv-roald, DVL, 0.961
1625582054.490, lauv-roald, SmartX, 1.194
1625582054.560, lauv-roald, DVL, 0.954
1625582054.758, lauv-roald, DVL, 0.940
1625582054.960, lauv-roald, DVL, 0.953
1625582054.990, lauv-roald, SmartX, 1.194
1625582055.360, lauv-roald, DVL, 0.935
1625582055.490, lauv-roald, SmartX, 1.174
1625582055.559, lauv-roald, DVL, 0.938
1625582055.756, lauv-roald, DVL, 0.938
1625582055.990, lauv-roald, SmartX, 1.194
1625582056.158, lauv-roald, DVL, 0.922
1625582056.356, lauv-roald, DVL, 0.919
1625582056.490, lauv-roald, SmartX, 1.194
1625582056.562, lauv-roald, DVL, 0.923
1625582056.959, lauv-roald, DVL, 0.934
1625582056.990, lauv-roald, SmartX, 1.194
1625582057.159, lauv-roald, DVL, 0.927
1625582057.355, lauv-roald, DVL, 0.933
1625582057.490, lauv-roald, SmartX, 1.204
1625582057.761, lauv-roald, DVL, 0.937
1625582057.955, lauv-roald, DVL, 0.959
1625582057.990, lauv-roald, SmartX, 1.224
1625582058.159, lauv-roald, DVL, 0.947
1625582058.490, lauv-roald, SmartX, 1.214
1625582058.555, lauv-roald, DVL, 0.962
1625582058.760, lauv-roald, DVL, 0.960
1625582058.960, lauv-roald, DVL, 0.965
1625582058.990, lauv-roald, SmartX, 1.214
1625582059.357, lauv-roald, DVL, 0.969
1625582059.490, lauv-roald, SmartX, 1.234
1625582059.560, lauv-roald, DVL, 0.972
1625582059.756, lauv-roald, DVL, 0.967
1625582059.990, lauv-roald, SmartX, 1.244
1625582060.158, lauv-roald, DVL, 0.971
1625582060.355, lauv-roald, DVL, 0.972
1625582060.490, lauv-roald, SmartX, 1.224
1625582060.552, lauv-roald, DVL, 0.966
1625582060.959, lauv-roald, DVL, 0.978
1625582060.990, lauv-roald, SmartX, 1.244
1625582061.158, lauv-roald, DVL, 0.968
1625582061.360, lauv-roald, DVL, 0.971
1625582061.490, lauv-roald, SmartX, 1.224
1625582061.757, lauv-roald, DVL, 0.969
1625582061.959, lauv-roald, DVL, 0.968
1625582061.989, lauv-roald, SmartX, 1.224
1625582062.159, lauv-roald, DVL, 0.961
1625582062.489, lauv-roald, SmartX, 1.214
1625582062.554, lauv-roald, DVL, 0.956
1625582062.757, lauv-roald, DVL, 0.961
1625582062.958, lauv-roald, DVL, 0.960
1625582062.989, lauv-roald, SmartX, 1.214
1625582063.357, lauv-roald, DVL, 0.957
1625582063.489, lauv-roald, SmartX, 1.214
1625582063.557, lauv-roald, DVL, 0.962
1625582063.754, lauv-roald, DVL, 0.960
1625582063.990, lauv-roald, SmartX, 1.214
1625582064.158, lauv-roald, DVL, 0.965
1625582064.360, lauv-roald, DVL, 0.967
1625582064.489, lauv-roald, SmartX, 1.224
1625582064.560, lauv-roald, DVL, 0.956
1625582064.956, lauv-roald, DVL, 0.960
1625582064.989, lauv-roald, SmartX, 1.194
1625582065.153, lauv-roald, DVL, 0.953
1625582065.358, lauv-roald, DVL, 0.950
1625582065.489, lauv-roald, SmartX, 1.194
1625582065.758, lauv-roald, DVL, 0.946
1625582065.953, lauv-roald, DVL, 0.951
1625582065.990, lauv-roald, SmartX, 1.194
1625582066.158, lauv-roald, DVL, 0.954
1625582066.489, lauv-roald, SmartX, 1.184
1625582066.554, lauv-roald, DVL, 0.945
1625582066.759, lauv-roald, DVL, 0.947
1625582066.961, lauv-roald, DVL, 0.954
1625582066.989, lauv-roald, SmartX, 1.214
1625582067.357, lauv-roald, DVL, 0.962
1625582067.489, lauv-roald, SmartX, 1.204
1625582067.559, lauv-roald, DVL, 0.959
1625582067.756, lauv-roald, DVL, 0.963
1625582067.989, lauv-roald, SmartX, 1.214
1625582068.154, lauv-roald, DVL, 0.966
1625582068.360, lauv-roald, DVL, 0.965
1625582068.489, lauv-roald, SmartX, 1.224
1625582068.557, lauv-roald, DVL, 0.977
1625582068.956, lauv-roald, DVL, 0.975
1625582068.989, lauv-roald, SmartX, 1.224
1625582069.154, lauv-roald, DVL, 0.971
1625582069.356, lauv-roald, DVL, 0.974
1625582069.489, lauv-roald, SmartX, 1.224
1625582069.758, lauv-roald, DVL, 0.970
1625582069.958, lauv-roald, DVL, 0.973
1625582069.989, lauv-roald, SmartX, 1.224
1625582070.155, lauv-roald, DVL, 0.972
1625582070.489, lauv-roald, SmartX, 1.214
1625582070.558, lauv-roald, DVL, 0.956
1625582070.758, lauv-roald, DVL, 0.961
1625582070.961, lauv-roald, DVL, 0.958
1625582070.989, lauv-roald, SmartX, 1.224
1625582071.354, lauv-roald, DVL, 0.967
1625582071.489, lauv-roald, SmartX, 1.214
1625582071.556, lauv-roald, DVL, 0.966
1625582071.754, lauv-roald, DVL, 0.968
1625582071.989, lauv-roald, SmartX, 1.214
1625582072.156, lauv-roald, DVL, 0.959
1625582072.355, lauv-roald, DVL, 0.956
1625582072.489, lauv-roald, SmartX, 1.224
1625582072.558, lauv-roald, DVL, 0.966
1625582072.957, lauv-roald, DVL, 0.960
1625582072.989, lauv-roald, SmartX, 1.214
1625582073.159, lauv-roald, DVL, 0.957
1625582073.356, lauv-roald, DVL, 0.966
1625582073.489, lauv-roald, SmartX, 1.214
1625582073.753, lauv-roald, DVL, 0.965
1625582073.958, lauv-roald, DVL, 0.958
1625582073.989, lauv-roald, SmartX, 1.204
1625582074.154, lauv-roald, DVL, 0.968
1625582074.489, lauv-roald, SmartX, 1.224
1625582074.555, lauv-roald, DVL, 0.970
1625582074.758, lauv-roald, DVL, 0.974
1625582074.958, lauv-roald, DVL, 0.980
1625582074.989, lauv-roald, SmartX, 1.244
1625582075.360, lauv-roald, DVL, 0.977
1625582075.489, lauv-roald, SmartX, 1.224
1625582075.552, lauv-roald, DVL, 0.972
1625582075.758, lauv-roald, DVL, 0.974
1625582075.989, lauv-roald, SmartX, 1.234
1625582076.154, lauv-roald, DVL, 0.973
1625582076.355, lauv-roald, DVL, 0.968
1625582076.489, lauv-roald, SmartX, 1.234
1625582076.557, lauv-roald, DVL, 0.973
1625582076.956, lauv-roald, DVL, 0.971
1625582076.989, lauv-roald, SmartX, 1.214
1625582077.158, lauv-roald, DVL, 0.963
1625582077.355, lauv-roald, DVL, 0.970
1625582077.488, lauv-roald, SmartX, 1.214
1625582077.757, lauv-roald, DVL, 0.967
1625582077.957, lauv-roald, DVL, 0.959
1625582077.988, lauv-roald, SmartX, 1.214
1625582078.157, lauv-roald, DVL, 0.958
1625582078.488, lauv-roald, SmartX, 1.214
1625582078.554, lauv-roald, DVL, 0.961
1625582078.756, lauv-roald, DVL, 0.963
1625582078.958, lauv-roald, DVL, 0.967
1625582078.988, lauv-roald, SmartX, 1.214
1625582079.353, lauv-roald, DVL, 0.963
1625582079.488, lauv-roald, SmartX, 1.234
1625582079.557, lauv-roald, DVL, 0.967
1625582079.756, lauv-roald, DVL, 0.974
1625582079.988, lauv-roald, SmartX, 1.224
1625582080.161, lauv-roald, DVL, 0.978
1625582080.354, lauv-roald, DVL, 0.983
1625582080.488, lauv-roald, SmartX, 1.234
1625582080.557, lauv-roald, DVL, 0.984
1625582080.956, lauv-roald, DVL, 0.985
1625582080.988, lauv-roald, SmartX, 1.234
1625582081.156, lauv-roald, DVL, 0.980
1625582081.358, lauv-roald, DVL, 0.974
1625582081.488, lauv-roald, SmartX, 1.224
1625582081.755, lauv-roald, DVL, 0.969
1625582081.955, lauv-roald, DVL, 0.982
1625582081.988, lauv-roald, SmartX, 1.214
1625582082.154, lauv-roald, DVL, 0.974
1625582082.488, lauv-roald, SmartX, 1.224
1625582082.557, lauv-roald, DVL, 0.971
1625582082.753, lauv-roald, DVL, 0.967
1625582082.953, lauv-roald, DVL, 0.960
1625582082.988, lauv-roald, SmartX, 1.224
1625582083.358, lauv-roald, DVL, 0.969
1625582083.488, lauv-roald, SmartX, 1.214
1625582083.558, lauv-roald, DVL, 0.959
1625582083.756, lauv-roald, DVL, 0.967
1625582083.988, lauv-roald, SmartX, 1.214
1625582084.159, lauv-roald, DVL, 0.969
1625582084.356, lauv-roald, DVL, 0.973
1625582084.488, lauv-roald, SmartX, 1.234
1625582084.558, lauv-roald, DVL, 0.971
1625582084.959, lauv-roald, DVL, 0.967
1625582084.988, lauv-roald, SmartX, 1.224
1625582085.153, lauv-roald, DVL, 0.975
1625582085.351, lauv-roald, DVL, 0.978
1625582085.488, lauv-roald, SmartX, 1.224
1625582085.754, lauv-roald, DVL, 0.977
1625582085.954, lauv-roald, DVL, 0.988
1625582085.988, lauv-roald, SmartX, 1.234
1625582086.159, lauv-roald, DVL, 0.985
1625582086.488, lauv-roald, SmartX, 1.244
1625582086.557, lauv-roald, DVL, 0.996
1625582086.757, lauv-roald, DVL, 0.995
1625582086.957, lauv-roald, DVL, 0.998
1625582086.988, lauv-roald, SmartX, 1.224
1625582087.354, lauv-roald, DVL, 1.000
1625582087.488, lauv-roald, SmartX, 1.234
1625582087.555, lauv-roald, DVL, 0.999
1625582087.759, lauv-roald, DVL, 0.996
1625582087.988, lauv-roald, SmartX, 1.234
1625582088.152, lauv-roald, DVL, 0.997
1625582088.359, lauv-roald, DVL, 0.991
1625582088.488, lauv-roald, SmartX, 1.224
1625582088.556, lauv-roald, DVL, 0.982
1625582088.957, lauv-roald, DVL, 0.971
1625582088.988, lauv-roald, SmartX, 1.224
1625582089.157, lauv-roald, DVL, 0.975
1625582089.354, lauv-roald, DVL, 0.960
1625582089.488, lauv-roald, SmartX, 1.214
1625582089.756, lauv-roald, DVL, 0.958
1625582089.954, lauv-roald, DVL, 0.957
1625582089.988, lauv-roald, SmartX, 1.214
1625582090.158, lauv-roald, DVL, 0.969
1625582090.488, lauv-roald, SmartX, 1.214
1625582090.557, lauv-roald, DVL, 0.961
1625582090.752, lauv-roald, DVL, 0.970
1625582090.956, lauv-roald, DVL, 0.964
1625582090.987, lauv-roald, SmartX, 1.204
1625582091.356, lauv-roald, DVL, 0.964
1625582091.488, lauv-roald, SmartX, 1.194
1625582091.558, lauv-roald, DVL, 0.963
1625582091.756, lauv-roald, DVL, 0.966
1625582091.988, lauv-roald, SmartX, 1.194
1625582092.154, lauv-roald, DVL, 0.962
1625582092.356, lauv-roald, DVL, 0.955
1625582092.487, lauv-roald, SmartX, 1.194
1625582092.553, lauv-roald, DVL, 0.948
1625582092.956, lauv-roald, DVL, 0.951
1625582092.987, lauv-roald, SmartX, 1.194
1625582093.155, lauv-roald, DVL, 0.941
1625582093.355, lauv-roald, DVL, 0.940
1625582093.487, lauv-roald, SmartX, 1.194
1625582093.760, lauv-roald, DVL, 0.931
1625582093.958, lauv-roald, DVL, 0.941
1625582093.987, lauv-roald, SmartX, 1.174
1625582094.158, lauv-roald, DVL, 0.934
1625582094.487, lauv-roald, SmartX, 1.194
1625582094.553, lauv-roald, DVL, 0.933
1625582094.761, lauv-roald, DVL, 0.933
1625582094.958, lauv-roald, DVL, 0.941
1625582094.987, lauv-roald, SmartX, 1.184
1625582095.355, lauv-roald, DVL, 0.938
1625582095.487, lauv-roald, SmartX, 1.194
1625582095.561, lauv-roald, DVL, 0.937
1625582095.757, lauv-roald, DVL, 0.943
1625582095.987, lauv-roald, SmartX, 1.194
1625582096.160, lauv-roald, DVL, 0.948
1625582096.360, lauv-roald, DVL, 0.953
1625582096.487, lauv-roald, SmartX, 1.204
1625582096.555, lauv-roald, DVL, 0.951
1625582096.954, lauv-roald, DVL, 0.950
1625582096.987, lauv-roald, SmartX, 1.204
1625582097.155, lauv-roald, DVL, 0.956
1625582097.359, lauv-roald, DVL, 0.960
1625582097.487, lauv-roald, SmartX, 1.224
1625582097.760, lauv-roald, DVL, 0.960
1625582097.958, lauv-roald, DVL, 0.960
1625582097.987, lauv-roald, SmartX, 1.194
1625582098.158, lauv-roald, DVL, 0.961
1625582098.487, lauv-roald, SmartX, 1.224
1625582098.560, lauv-roald, DVL, 0.965
1625582098.761, lauv-roald, DVL, 0.970
1625582098.959, lauv-roald, DVL, 0.969
1625582098.987, lauv-roald, SmartX, 1.214
1625582099.356, lauv-roald, DVL, 0.963
1625582099.487, lauv-roald, SmartX, 1.204
1625582099.561, lauv-roald, DVL, 0.955
1625582099.758, lauv-roald, DVL, 0.963
1625582099.987, lauv-roald, SmartX, 1.184
1625582100.160, lauv-roald, DVL, 0.952
1625582100.359, lauv-roald, DVL, 0.959
1625582100.487, lauv-roald, SmartX, 1.194
1625582100.561, lauv-roald, DVL, 0.958
1625582100.958, lauv-roald, DVL, 0.945
1625582100.987, lauv-roald, SmartX, 1.194
1625582101.158, lauv-roald, DVL, 0.940
1625582101.358, lauv-roald, DVL, 0.947
1625582101.487, lauv-roald, SmartX, 1.184
1625582101.760, lauv-roald, DVL, 0.942
1625582101.960, lauv-roald, DVL, 0.943
1625582101.987, lauv-roald, SmartX, 1.194
1625582102.157, lauv-roald, DVL, 0.942
1625582102.487, lauv-roald, SmartX, 1.204
1625582102.556, lauv-roald, DVL, 0.944
1625582102.753, lauv-roald, DVL, 0.940
1625582102.955, lauv-roald, DVL, 0.942
1625582102.987, lauv-roald, SmartX, 1.194
1625582103.361, lauv-roald, DVL, 0.950
1625582103.487, lauv-roald, SmartX, 1.194
1625582103.559, lauv-roald, DVL, 0.944
1625582103.759, lauv-roald, DVL, 0.950
1625582103.987, lauv-roald, SmartX, 1.194
1625582104.154, lauv-roald, DVL, 0.955
1625582104.355, lauv-roald, DVL, 0.947
1625582104.487, lauv-roald, SmartX, 1.214
1625582104.559, lauv-roald, DVL, 0.960
1625582104.959, lauv-roald, DVL, 0.957
1625582104.987, lauv-roald, SmartX, 1.194
1625582105.155, lauv-roald, DVL, 0.962
1625582105.356, lauv-roald, DVL, 0.955
1625582105.487, lauv-roald, SmartX, 1.194
1625582105.757, lauv-roald, DVL, 0.945
1625582105.959, lauv-roald, DVL, 0.942
1625582105.987, lauv-roald, SmartX, 1.174
1625582106.154, lauv-roald, DVL, 0.937
1625582106.487, lauv-roald, SmartX, 1.194
1625582106.559, lauv-roald, DVL, 0.942
1625582106.757, lauv-roald, DVL, 0.943
1625582106.958, lauv-roald, DVL, 0.938
1625582106.987, lauv-roald, SmartX, 1.204
1625582107.357, lauv-roald, DVL, 0.941
1625582107.487, lauv-roald, SmartX, 1.174
1625582107.556, lauv-roald, DVL, 0.929
1625582107.759, lauv-roald, DVL, 0.922
1625582107.988, lauv-roald, SmartX, 1.174
