timestamp, system, entity , value (m)
1625581917.358, lauv-roald, DVL, 2.397
1625581917.500, lauv-roald, SmartX, 2.646
1625581917.757, lauv-roald, DVL, 2.394
1625581917.958, lauv-roald, DVL, 2.388
1625581918.000, lauv-roald, SmartX, 2.646
1625581918.159, lauv-roald, DVL, 2.383
1625581918.499, lauv-roald, SmartX, 2.646
1625581918.558, lauv-roald, DVL, 2.382
1625581918.759, lauv-roald, DVL, 2.382
1625581918.958, lauv-roald, DVL, 2.386
1625581918.999, lauv-roald, SmartX, 2.646
1625581919.358, lauv-roald, DVL, 2.392
1625581919.499, lauv-roald, SmartX, 2.656
1625581919.557, lauv-roald, DVL, 2.387
1625581919.757, lauv-roald, DVL, 2.397
1625581919.999, lauv-roald, SmartX, 2.676
1625581920.154, lauv-roald, DVL, 2.399
1625581920.353, lauv-roald, DVL, 2.402
1625581920.499, lauv-roald, SmartX, 2.676
1625581920.551, lauv-roald, DVL, 2.412
1625581920.953, lauv-roald, DVL, 2.418
1625581920.999, lauv-roald, SmartX, 2.686
1625581921.155, lauv-roald, DVL, 2.420
1625581921.356, lauv-roald, DVL, 2.416
1625581921.499, lauv-roald, SmartX, 2.686
1625581921.756, lauv-roald, DVL, 2.419
1625581921.959, lauv-roald, DVL, 2.423
1625581921.999, lauv-roald, SmartX, 2.686
1625581922.155, lauv-roald, DVL, 2.423
1625581922.499, lauv-roald, SmartX, 2.676
1625581922.554, lauv-roald, DVL, 2.424
1625581922.755, lauv-roald, DVL, 2.423
1625581922.954, lauv-roald, DVL, 2.430
1625581922.999, lauv-roald, SmartX, 2.666
1625581923.355, lauv-roald, DVL, 2.412
1625581923.499, lauv-roald, SmartX, 2.676
1625581923.554, lauv-roald, DVL, 2.414
1625581923.757, lauv-roald, DVL, 2.404
1625581923.999, lauv-roald, SmartX, 2.656
1625581924.152, lauv-roald, DVL, 2.404
1625581924.354, lauv-roald, DVL, 2.400
1625581924.499, lauv-roald, SmartX, 2.656
1625581924.554, lauv-roald, DVL, 2.401
1625581924.955, lauv-roald, DVL, 2.399
1625581924.999, lauv-roald, SmartX, 2.656
1625581925.151, lauv-roald, DVL, 2.404
1625581925.357, lauv-roald, DVL, 2.411
1625581925.499, lauv-roald, SmartX, 2.656
1625581925.757, lauv-roald, DVL, 2.404
1625581925.956, lauv-roald, DVL, 2.401
1625581925.999, lauv-roald, SmartX, 2.656
1625581926.157, lauv-roald, DVL, 2.398
1625581926.499, lauv-roald, SmartX, 2.656
1625581926.557, lauv-roald, DVL, 2.398
1625581926.755, lauv-roald, DVL, 2.396
1625581926.957, lauv-roald, DVL, 2.402
1625581926.999, lauv-roald, SmartX, 2.656
1625581927.352, lauv-roald, DVL, 2.401
1625581927.499, lauv-roald, SmartX, 2.626
1625581927.554, lauv-roald, DVL, 2.402
1625581927.755, lauv-roald, DVL, 2.390
1625581927.999, lauv-roald, SmartX, 2.547
1625581928.155, lauv-roald, DVL, 2.348
1625581928.352, lauv-roald, DVL, 2.335
1625581928.499, lauv-roald, SmartX, 2.477
1625581928.550, lauv-roald, DVL, 2.309
1625581928.953, lauv-roald, DVL, 2.262
1625581928.999, lauv-roald, SmartX, 2.408
1625581929.153, lauv-roald, DVL, 2.221
1625581929.352, lauv-roald, DVL, 2.190
1625581929.499, lauv-roald, SmartX, 2.328
1625581929.752, lauv-roald, DVL, 2.129
1625581929.954, lauv-roald, DVL, 2.093
1625581929.999, lauv-roald, SmartX, 2.268
1625581930.155, lauv-roald, DVL, 2.075
1625581930.499, lauv-roald, SmartX, 2.199
1625581930.559, lauv-roald, DVL, 2.007
1625581930.759, lauv-roald, DVL, 1.990
1625581930.955, lauv-roald, DVL, 1.971
1625581930.998, lauv-roald, SmartX, 2.189
1625581931.352, lauv-roald, DVL, 1.932
1625581931.498, lauv-roald, SmartX, 2.139
1625581931.553, lauv-roald, DVL, 1.916
1625581931.754, lauv-roald, DVL, 1.904
1625581931.998, lauv-roald, SmartX, 2.139
1625581932.159, lauv-roald, DVL, 1.891
1625581932.357, lauv-roald, DVL, 1.891
1625581932.498, lauv-roald, SmartX, 2.139
1625581932.550, lauv-roald, DVL, 1.880
1625581932.951, lauv-roald, DVL, 1.879
1625581932.999, lauv-roald, SmartX, 2.119
1625581933.150, lauv-roald, DVL, 1.879
1625581933.359, lauv-roald, DVL, 1.870
1625581933.498, lauv-roald, SmartX, 2.139
1625581933.752, lauv-roald, DVL, 1.874
1625581933.956, lauv-roald, DVL, 1.871
1625581933.999, lauv-roald, SmartX, 2.119
1625581934.152, lauv-roald, DVL, 1.866
1625581934.499, lauv-roald, SmartX, 2.109
1625581934.559, lauv-roald, DVL, 1.863
1625581934.760, lauv-roald, DVL, 1.858
1625581934.955, lauv-roald, DVL, 1.853
1625581934.998, lauv-roald, SmartX, 2.119
1625581935.354, lauv-roald, DVL, 1.861
1625581935.498, lauv-roald, SmartX, 2.109
1625581935.551, lauv-roald, DVL, 1.852
1625581935.752, lauv-roald, DVL, 1.853
1625581935.998, lauv-roald, SmartX, 2.099
1625581936.150, lauv-roald, DVL, 1.847
1625581936.352, lauv-roald, DVL, 1.859
1625581936.498, lauv-roald, SmartX, 2.109
1625581936.558, lauv-roald, DVL, 1.854
1625581936.953, lauv-roald, DVL, 1.856
1625581936.998, lauv-roald, SmartX, 2.119
1625581937.151, lauv-roald, DVL, 1.856
1625581937.357, lauv-roald, DVL, 1.865
1625581937.498, lauv-roald, SmartX, 2.119
1625581937.753, lauv-roald, DVL, 1.856
1625581937.956, lauv-roald, DVL, 1.854
1625581937.998, lauv-roald, SmartX, 2.109
1625581938.158, lauv-roald, DVL, 1.864
1625581938.498, lauv-roald, SmartX, 2.139
1625581938.553, lauv-roald, DVL, 1.865
1625581938.750, lauv-roald, DVL, 1.881
1625581938.961, lauv-roald, DVL, 1.882
1625581938.998, lauv-roald, SmartX, 2.119
1625581939.352, lauv-roald, DVL, 1.868
1625581939.498, lauv-roald, SmartX, 2.119
1625581939.551, lauv-roald, DVL, 1.873
1625581939.762, lauv-roald, DVL, 1.871
1625581939.998, lauv-roald, SmartX, 2.109
1625581940.157, lauv-roald, DVL, 1.873
1625581940.353, lauv-roald, DVL, 1.877
1625581940.498, lauv-roald, SmartX, 2.099
1625581940.553, lauv-roald, DVL, 1.863
1625581940.954, lauv-roald, DVL, 1.868
1625581940.998, lauv-roald, SmartX, 2.099
1625581941.152, lauv-roald, DVL, 1.858
1625581941.351, lauv-roald, DVL, 1.850
1625581941.498, lauv-roald, SmartX, 2.099
1625581941.754, lauv-roald, DVL, 1.845
1625581941.950, lauv-roald, DVL, 1.845
1625581941.998, lauv-roald, SmartX, 2.099
1625581942.161, lauv-roald, DVL, 1.842
1625581942.498, lauv-roald, SmartX, 2.089
1625581942.558, lauv-roald, DVL, 1.850
1625581942.754, lauv-roald, DVL, 1.841
1625581942.959, lauv-roald, DVL, 1.838
1625581942.998, lauv-roald, SmartX, 2.129
1625581943.355, lauv-roald, DVL, 1.839
1625581943.498, lauv-roald, SmartX, 2.099
1625581943.553, lauv-roald, DVL, 1.836
1625581943.753, lauv-roald, DVL, 1.822
1625581943.998, lauv-roald, SmartX, 2.079
1625581944.159, lauv-roald, DVL, 1.833
1625581944.362, lauv-roald, DVL, 1.832
1625581944.498, lauv-roald, SmartX, 2.089
1625581944.551, lauv-roald, DVL, 1.826
1625581944.957, lauv-roald, DVL, 1.836
1625581944.997, lauv-roald, SmartX, 2.099
1625581945.155, lauv-roald, DVL, 1.836
1625581945.353, lauv-roald, DVL, 1.830
1625581945.497, lauv-roald, SmartX, 2.119
1625581945.753, lauv-roald, DVL, 1.837
1625581945.957, lauv-roald, DVL, 1.846
1625581945.997, lauv-roald, SmartX, 2.119
1625581946.157, lauv-roald, DVL, 1.838
1625581946.497, lauv-roald, SmartX, 2.119
1625581946.554, lauv-roald, DVL, 1.863
1625581946.754, lauv-roald, DVL, 1.858
1625581946.961, lauv-roald, DVL, 1.862
1625581946.997, lauv-roald, SmartX, 2.149
1625581947.357, lauv-roald, DVL, 1.875
1625581947.497, lauv-roald, SmartX, 2.159
1625581947.554, lauv-roald, DVL, 1.889
1625581947.753, lauv-roald, DVL, 1.896
1625581947.997, lauv-roald, SmartX, 2.189
1625581948.151, lauv-roald, DVL, 1.909
1625581948.354, lauv-roald, DVL, 1.914
1625581948.497, lauv-roald, SmartX, 2.179
1625581948.553, lauv-roald, DVL, 1.922
1625581948.954, lauv-roald, DVL, 1.939
1625581948.997, lauv-roald, SmartX, 2.199
1625581949.154, lauv-roald, DVL, 1.946
1625581949.352, lauv-roald, DVL, 1.953
1625581949.497, lauv-roald, SmartX, 2.248
1625581949.750, lauv-roald, DVL, 1.969
1625581949.954, lauv-roald, DVL, 1.970
1625581949.997, lauv-roald, SmartX, 2.238
1625581950.154, lauv-roald, DVL, 1.986
1625581950.497, lauv-roald, SmartX, 2.238
1625581950.552, lauv-roald, DVL, 1.983
1625581950.759, lauv-roald, DVL, 1.984
1625581950.960, lauv-roald, DVL, 1.985
1625581950.997, lauv-roald, SmartX, 2.238
1625581951.354, lauv-roald, DVL, 1.969
1625581951.497, lauv-roald, SmartX, 2.228
1625581951.559, lauv-roald, DVL, 1.980
1625581951.753, lauv-roald, DVL, 1.975
1625581951.997, lauv-roald, SmartX, 2.238
1625581952.153, lauv-roald, DVL, 1.974
1625581952.351, lauv-roald, DVL, 1.961
1625581952.497, lauv-roald, SmartX, 2.209
1625581952.552, lauv-roald, DVL, 1.963
1625581952.962, lauv-roald, DVL, 1.951
1625581952.997, lauv-roald, SmartX, 2.219
1625581953.155, lauv-roald, DVL, 1.963
1625581953.351, lauv-roald, DVL, 1.958
1625581953.497, lauv-roald, SmartX, 2.228
1625581953.751, lauv-roald, DVL, 1.952
1625581953.955, lauv-roald, DVL, 1.955
1625581953.997, lauv-roald, SmartX, 2.228
1625581954.151, lauv-roald, DVL, 1.965
1625581954.497, lauv-roald, SmartX, 2.209
1625581954.555, lauv-roald, DVL, 1.960
1625581954.754, lauv-roald, DVL, 1.961
1625581954.952, lauv-roald, DVL, 1.955
1625581954.997, lauv-roald, SmartX, 2.219
1625581955.351, lauv-roald, DVL, 1.954
1625581955.497, lauv-roald, SmartX, 2.219
1625581955.553, lauv-roald, DVL, 1.953
1625581955.760, lauv-roald, DVL, 1.957
1625581955.997, lauv-roald, SmartX, 2.209
1625581956.157, lauv-roald, DVL, 1.943
1625581956.352, lauv-roald, DVL, 1.941
1625581956.497, lauv-roald, SmartX, 2.209
1625581956.555, lauv-roald, DVL, 1.944
1625581956.953, lauv-roald, DVL, 1.940
1625581956.997, lauv-roald, SmartX, 2.199
1625581957.155, lauv-roald, DVL, 1.947
1625581957.358, lauv-roald, DVL, 1.947
1625581957.497, lauv-roald, SmartX, 2.199
1625581957.753, lauv-roald, DVL, 1.938
1625581957.957, lauv-roald, DVL, 1.935
1625581957.997, lauv-roald, SmartX, 2.199
1625581958.152, lauv-roald, DVL, 1.935
1625581958.497, lauv-roald, SmartX, 2.189
1625581958.552, lauv-roald, DVL, 1.932
1625581958.757, lauv-roald, DVL, 1.939
1625581958.953, lauv-roald, DVL, 1.933
1625581958.997, lauv-roald, SmartX, 2.189
1625581959.354, lauv-roald, DVL, 1.938
1625581959.497, lauv-roald, SmartX, 2.199
1625581959.555, lauv-roald, DVL, 1.930
1625581959.760, lauv-roald, DVL, 1.932
1625581959.996, lauv-roald, SmartX, 2.199
1625581960.153, lauv-roald, DVL, 1.938
1625581960.355, lauv-roald, DVL, 1.938
1625581960.496, lauv-roald, SmartX, 2.199
1625581960.556, lauv-roald, DVL, 1.929
1625581960.954, lauv-roald, DVL, 1.922
1625581960.996, lauv-roald, SmartX, 2.189
1625581961.155, lauv-roald, DVL, 1.926
1625581961.360, lauv-roald, DVL, 1.919
1625581961.497, lauv-roald, SmartX, 2.169
1625581961.757, lauv-roald, DVL, 1.918
1625581961.954, lauv-roald, DVL, 1.909
1625581961.996, lauv-roald, SmartX, 2.189
1625581962.156, lauv-roald, DVL, 1.918
1625581962.497, lauv-roald, SmartX, 2.189
1625581962.556, lauv-roald, DVL, 1.918
1625581962.758, lauv-roald, DVL, 1.913
1625581962.954, lauv-roald, DVL, 1.922
1625581962.997, lauv-roald, SmartX, 2.179
1625581963.354, lauv-roald, DVL, 1.924
1625581963.496, lauv-roald, SmartX, 2.199
1625581963.553, lauv-roald, DVL, 1.929
1625581963.755, lauv-roald, DVL, 1.935
1625581963.996, lauv-roald, SmartX, 2.199
1625581964.157, lauv-roald, DVL, 1.939
1625581964.351, lauv-roald, DVL, 1.935
1625581964.496, lauv-roald, SmartX, 2.189
1625581964.553, lauv-roald, DVL, 1.939
1625581964.956, lauv-roald, DVL, 1.935
1625581964.996, lauv-roald, SmartX, 2.199
1625581965.158, lauv-roald, DVL, 1.947
1625581965.356, lauv-roald, DVL, 1.939
1625581965.496, lauv-roald, SmartX, 2.199
1625581965.755, lauv-roald, DVL, 1.929
1625581965.956, lauv-roald, DVL, 1.922
1625581965.996, lauv-roald, SmartX, 2.189
1625581966.152, lauv-roald, DVL, 1.934
1625581966.496, lauv-roald, SmartX, 2.169
1625581966.557, lauv-roald, DVL, 1.929
1625581966.760, lauv-roald, DVL, 1.924
1625581966.953, lauv-roald, DVL, 1.934
1625581966.996, lauv-roald, SmartX, 2.179
1625581967.356, lauv-roald, DVL, 1.933
1625581967.496, lauv-roald, SmartX, 2.199
1625581967.555, lauv-roald, DVL, 1.939
1625581967.753, lauv-roald, DVL, 1.931
1625581967.996, lauv-roald, SmartX, 2.189
1625581968.156, lauv-roald, DVL, 1.924
1625581968.353, lauv-roald, DVL, 1.930
1625581968.496, lauv-roald, SmartX, 2.179
1625581968.554, lauv-roald, DVL, 1.936
1625581968.956, lauv-roald, DVL, 1.931
1625581968.996, lauv-roald, SmartX, 2.129
1625581969.151, lauv-roald, DVL, 1.916
1625581969.353, lauv-roald, DVL, 1.904
1625581969.496, lauv-roald, SmartX, 2.069
1625581969.750, lauv-roald, DVL, 1.867
1625581969.953, lauv-roald, DVL, 1.840
1625581969.996, lauv-roald, SmartX, 2.010
1625581970.150, lauv-roald, DVL, 1.814
1625581970.496, lauv-roald, SmartX, 1.930
1625581970.555, lauv-roald, DVL, 1.754
1625581970.757, lauv-roald, DVL, 1.725
1625581970.953, lauv-roald, DVL, 1.704
1625581970.997, lauv-roald, SmartX, 1.860
1625581971.352, lauv-roald, DVL, 1.648
1625581971.496, lauv-roald, SmartX, 1.771
1625581971.558, lauv-roald, DVL, 1.601
1625581971.760, lauv-roald, DVL, 1.572
1625581971.996, lauv-roald, SmartX, 1.701
1625581972.159, lauv-roald, DVL, 1.503
1625581972.356, lauv-roald, DVL, 1.474
1625581972.496, lauv-roald, SmartX, 1.661
1625581972.554, lauv-roald, DVL, 1.447
1625581972.954, lauv-roald, DVL, 1.410
1625581972.996, lauv-roald, SmartX, 1.641
1625581973.151, lauv-roald, DVL, 1.400
1625581973.353, lauv-roald, DVL, 1.387
1625581973.496, lauv-roald, SmartX, 1.661
1625581973.754, lauv-roald, DVL, 1.403
1625581973.957, lauv-roald, DVL, 1.402
1625581973.995, lauv-roald, SmartX, 1.691
1625581974.155, lauv-roald, DVL, 1.416
1625581974.495, lauv-roald, SmartX, 1.711
1625581974.558, lauv-roald, DVL, 1.426
1625581974.759, lauv-roald, DVL, 1.432
1625581974.957, lauv-roald, DVL, 1.429
1625581974.995, lauv-roald, SmartX, 1.701
1625581975.359, lauv-roald, DVL, 1.445
1625581975.495, lauv-roald, SmartX, 1.701
1625581975.560, lauv-roald, DVL, 1.439
1625581975.759, lauv-roald, DVL, 1.432
1625581975.995, lauv-roald, SmartX, 1.661
1625581976.156, lauv-roald, DVL, 1.428
1625581976.356, lauv-roald, DVL, 1.415
1625581976.495, lauv-roald, SmartX, 1.651
1625581976.552, lauv-roald, DVL, 1.407
1625581976.956, lauv-roald, DVL, 1.408
1625581976.995, lauv-roald, SmartX, 1.671
1625581977.160, lauv-roald, DVL, 1.410
1625581977.359, lauv-roald, DVL, 1.422
1625581977.495, lauv-roald, SmartX, 1.691
1625581977.755, lauv-roald, DVL, 1.434
1625581977.954, lauv-roald, DVL, 1.445
1625581977.995, lauv-roald, SmartX, 1.701
1625581978.153, lauv-roald, DVL, 1.456
1625581978.495, lauv-roald, SmartX, 1.711
1625581978.558, lauv-roald, DVL, 1.461
1625581978.756, lauv-roald, DVL, 1.472
1625581978.957, lauv-roald, DVL, 1.464
1625581978.996, lauv-roald, SmartX, 1.721
1625581979.354, lauv-roald, DVL, 1.455
1625581979.495, lauv-roald, SmartX, 1.711
1625581979.554, lauv-roald, DVL, 1.455
1625581979.753, lauv-roald, DVL, 1.449
1625581979.995, lauv-roald, SmartX, 1.671
1625581980.156, lauv-roald, DVL, 1.415
1625581980.359, lauv-roald, DVL, 1.416
1625581980.495, lauv-roald, SmartX, 1.632
1625581980.559, lauv-roald, DVL, 1.405
1625581980.953, lauv-roald, DVL, 1.394
1625581980.995, lauv-roald, SmartX, 1.622
1625581981.158, lauv-roald, DVL, 1.374
1625581981.355, lauv-roald, DVL, 1.377
1625581981.495, lauv-roald, SmartX, 1.632
1625581981.758, lauv-roald, DVL, 1.364
1625581981.956, lauv-roald, DVL, 1.366
1625581981.996, lauv-roald, SmartX, 1.641
1625581982.154, lauv-roald, DVL, 1.375
1625581982.495, lauv-roald, SmartX, 1.651
1625581982.552, lauv-roald, DVL, 1.377
1625581982.754, lauv-roald, DVL, 1.379
1625581982.964, lauv-roald, DVL, 1.392
1625581982.995, lauv-roald, SmartX, 1.681
1625581983.356, lauv-roald, DVL, 1.404
1625581983.495, lauv-roald, SmartX, 1.681
1625581983.552, lauv-roald, DVL, 1.405
1625581983.753, lauv-roald, DVL, 1.402
1625581983.995, lauv-roald, SmartX, 1.711
1625581984.157, lauv-roald, DVL, 1.426
1625581984.356, lauv-roald, DVL, 1.428
1625581984.495, lauv-roald, SmartX, 1.711
1625581984.560, lauv-roald, DVL, 1.437
1625581984.956, lauv-roald, DVL, 1.446
1625581984.995, lauv-roald, SmartX, 1.731
1625581985.156, lauv-roald, DVL, 1.435
1625581985.356, lauv-roald, DVL, 1.435
1625581985.495, lauv-roald, SmartX, 1.681
1625581985.750, lauv-roald, DVL, 1.442
1625581985.954, lauv-roald, DVL, 1.448
1625581985.995, lauv-roald, SmartX, 1.701
1625581986.158, lauv-roald, DVL, 1.445
1625581986.495, lauv-roald, SmartX, 1.721
1625581986.554, lauv-roald, DVL, 1.456
1625581986.754, lauv-roald, DVL, 1.456
1625581986.952, lauv-roald, DVL, 1.459
1625581986.995, lauv-roald, SmartX, 1.741
1625581987.352, lauv-roald, DVL, 1.481
1625581987.495, lauv-roald, SmartX, 1.761
1625581987.552, lauv-roald, DVL, 1.483
1625581987.755, lauv-roald, DVL, 1.490
1625581987.995, lauv-roald, SmartX, 1.791
1625581988.156, lauv-roald, DVL, 1.484
1625581988.353, lauv-roald, DVL, 1.492
1625581988.495, lauv-roald, SmartX, 1.771
1625581988.551, lauv-roald, DVL, 1.486
1625581988.957, lauv-roald, DVL, 1.486
1625581988.994, lauv-roald, SmartX, 1.751
1625581989.156, lauv-roald, DVL, 1.483
1625581989.357, lauv-roald, DVL, 1.477
1625581989.494, lauv-roald, SmartX, 1.731
1625581989.753, lauv-roald, DVL, 1.466
1625581989.954, lauv-roald, DVL, 1.447
1625581989.994, lauv-roald, SmartX, 1.701
1625581990.152, lauv-roald, DVL, 1.446
1625581990.494, lauv-roald, SmartX, 1.701
1625581990.556, lauv-roald, DVL, 1.430
1625581990.758, lauv-roald, DVL, 1.433
1625581990.954, lauv-roald, DVL, 1.418
1625581990.994, lauv-roald, SmartX, 1.691
1625581991.358, lauv-roald, DVL, 1.418
1625581991.494, lauv-roald, SmartX, 1.691
1625581991.555, lauv-roald, DVL, 1.410
1625581991.756, lauv-roald, DVL, 1.426
1625581991.994, lauv-roald, SmartX, 1.721
1625581992.155, lauv-roald, DVL, 1.441
1625581992.350, lauv-roald, DVL, 1.455
1625581992.494, lauv-roald, SmartX, 1.751
1625581992.557, lauv-roald, DVL, 1.456
1625581992.961, lauv-roald, DVL, 1.463
1625581992.994, lauv-roald, SmartX, 1.761
1625581993.157, lauv-roald, DVL, 1.473
1625581993.359, lauv-roald, DVL, 1.476
1625581993.494, lauv-roald, SmartX, 1.751
1625581993.758, lauv-roald, DVL, 1.475
1625581993.953, lauv-roald, DVL, 1.455
1625581993.994, lauv-roald, SmartX, 1.731
1625581994.154, lauv-roald, DVL, 1.464
1625581994.494, lauv-roald, SmartX, 1.691
1625581994.558, lauv-roald, DVL, 1.444
1625581994.760, lauv-roald, DVL, 1.434
1625581994.956, lauv-roald, DVL, 1.424
1625581994.994, lauv-roald, SmartX, 1.681
1625581995.353, lauv-roald, DVL, 1.415
1625581995.494, lauv-roald, SmartX, 1.671
1625581995.554, lauv-roald, DVL, 1.421
1625581995.755, lauv-roald, DVL, 1.413
1625581995.994, lauv-roald, SmartX, 1.681
1625581996.153, lauv-roald, DVL, 1.415
1625581996.355, lauv-roald, DVL, 1.404
1625581996.494, lauv-roald, SmartX, 1.681
1625581996.556, lauv-roald, DVL, 1.409
1625581996.962, lauv-roald, DVL, 1.411
1625581996.995, lauv-roald, SmartX, 1.681
1625581997.154, lauv-roald, DVL, 1.416
1625581997.356, lauv-roald, DVL, 1.419
1625581997.494, lauv-roald, SmartX, 1.681
1625581997.753, lauv-roald, DVL, 1.426
1625581997.955, lauv-roald, DVL, 1.428
1625581997.994, lauv-roald, SmartX, 1.701
1625581998.154, lauv-roald, DVL, 1.441
1625581998.494, lauv-roald, SmartX, 1.741
1625581998.554, lauv-roald, DVL, 1.461
1625581998.753, lauv-roald, DVL, 1.475
1625581998.956, lauv-roald, DVL, 1.474
1625581998.994, lauv-roald, SmartX, 1.751
1625581999.358, lauv-roald, DVL, 1.484
1625581999.494, lauv-roald, SmartX, 1.751
1625581999.554, lauv-roald, DVL, 1.487
1625581999.757, lauv-roald, DVL, 1.503
1625581999.994, lauv-roald, SmartX, 1.751
1625582000.155, lauv-roald, DVL, 1.506
1625582000.350, lauv-roald, DVL, 1.503
1625582000.494, lauv-roald, SmartX, 1.751
1625582000.553, lauv-roald, DVL, 1.498
1625582000.958, lauv-roald, DVL, 1.502
1625582000.994, lauv-roald, SmartX, 1.761
1625582001.158, lauv-roald, DVL, 1.502
1625582001.355, lauv-roald, DVL, 1.496
1625582001.494, lauv-roald, SmartX, 1.741
1625582001.757, lauv-roald, DVL, 1.490
1625582001.954, lauv-roald, DVL, 1.486
1625582001.993, lauv-roald, SmartX, 1.741
1625582002.156, lauv-roald, DVL, 1.481
1625582002.494, lauv-roald, SmartX, 1.731
1625582002.553, lauv-roald, DVL, 1.459
1625582002.755, lauv-roald, DVL, 1.458
1625582002.954, lauv-roald, DVL, 1.459
1625582002.994, lauv-roald, SmartX, 1.701
1625582003.354, lauv-roald, DVL, 1.437
1625582003.493, lauv-roald, SmartX, 1.671
1625582003.555, lauv-roald, DVL, 1.432
1625582003.753, lauv-roald, DVL, 1.415
1625582003.993, lauv-roald, SmartX, 1.671
1625582004.159, lauv-roald, DVL, 1.410
1625582004.357, lauv-roald, DVL, 1.417
1625582004.493, lauv-roald, SmartX, 1.681
1625582004.554, lauv-roald, DVL, 1.415
1625582004.954, lauv-roald, DVL, 1.419
1625582004.993, lauv-roald, SmartX, 1.711
1625582005.155, lauv-roald, DVL, 1.433
1625582005.354, lauv-roald, DVL, 1.445
1625582005.493, lauv-roald, SmartX, 1.731
1625582005.754, lauv-roald, DVL, 1.467
1625582005.955, lauv-roald, DVL, 1.464
1625582005.993, lauv-roald, SmartX, 1.761
1625582006.156, lauv-roald, DVL, 1.485
1625582006.493, lauv-roald, SmartX, 1.761
1625582006.552, lauv-roald, DVL, 1.493
1625582006.757, lauv-roald, DVL, 1.493
1625582006.953, lauv-roald, DVL, 1.504
1625582006.993, lauv-roald, SmartX, 1.761
1625582007.358, lauv-roald, DVL, 1.495
1625582007.493, lauv-roald, SmartX, 1.741
1625582007.555, lauv-roald, DVL, 1.494
1625582007.754, lauv-roald, DVL, 1.488
1625582007.993, lauv-roald, SmartX, 1.731
1625582008.153, lauv-roald, DVL, 1.470
1625582008.358, lauv-roald, DVL, 1.470
1625582008.493, lauv-roald, SmartX, 1.711
1625582008.554, lauv-roald, DVL, 1.461
1625582008.953, lauv-roald, DVL, 1.441
1625582008.993, lauv-roald, SmartX, 1.711
1625582009.156, lauv-roald, DVL, 1.443
1625582009.355, lauv-roald, DVL, 1.449
1625582009.493, lauv-roald, SmartX, 1.711
1625582009.759, lauv-roald, DVL, 1.442
1625582009.956, lauv-roald, DVL, 1.446
1625582009.993, lauv-roald, SmartX, 1.711
1625582010.156, lauv-roald, DVL, 1.449
1625582010.493, lauv-roald, SmartX, 1.721
1625582010.559, lauv-roald, DVL, 1.466
1625582010.753, lauv-roald, DVL, 1.471
1625582010.966, lauv-roald, DVL, 1.458
1625582010.993, lauv-roald, SmartX, 1.731
1625582011.355, lauv-roald, DVL, 1.477
1625582011.493, lauv-roald, SmartX, 1.721
1625582011.554, lauv-roald, DVL, 1.472
1625582011.758, lauv-roald, DVL, 1.482
1625582011.993, lauv-roald, SmartX, 1.711
1625582012.158, lauv-roald, DVL, 1.475
1625582012.359, lauv-roald, DVL, 1.475
1625582012.493, lauv-roald, SmartX, 1.711
1625582012.560, lauv-roald, DVL, 1.461
1625582012.957, lauv-roald, DVL, 1.460
1625582012.993, lauv-roald, SmartX, 1.701
1625582013.157, lauv-roald, DVL, 1.463
1625582013.353, lauv-roald, DVL, 1.455
1625582013.493, lauv-roald, SmartX, 1.691
1625582013.753, lauv-roald, DVL, 1.446
1625582013.956, lauv-roald, DVL, 1.446
1625582013.993, lauv-roald, SmartX, 1.691
1625582014.157, lauv-roald, DVL, 1.445
1625582014.493, lauv-roald, SmartX, 1.691
1625582014.557, lauv-roald, DVL, 1.445
1625582014.754, lauv-roald, DVL, 1.455
1625582014.957, lauv-roald, DVL, 1.457
1625582014.993, lauv-roald, SmartX, 1.731
1625582015.354, lauv-roald, DVL, 1.468
1625582015.493, lauv-roald, SmartX, 1.731
1625582015.555, lauv-roald, DVL, 1.457
1625582015.753, lauv-roald, DVL, 1.467
1625582015.993, lauv-roald, SmartX, 1.741
1625582016.152, lauv-roald, DVL, 1.478
1625582016.353, lauv-roald, DVL, 1.475
1625582016.493, lauv-roald, SmartX, 1.751
1625582016.555, lauv-roald, DVL, 1.474
1625582016.956, lauv-roald, DVL, 1.479
1625582016.993, lauv-roald, SmartX, 1.731
1625582017.156, lauv-roald, DVL, 1.474
1625582017.356, lauv-roald, DVL, 1.482
1625582017.493, lauv-roald, SmartX, 1.711
1625582017.756, lauv-roald, DVL, 1.472
1625582017.959, lauv-roald, DVL, 1.480
1625582017.992, lauv-roald, SmartX, 1.731
1625582018.160, lauv-roald, DVL, 1.472
1625582018.493, lauv-roald, SmartX, 1.691
1625582018.559, lauv-roald, DVL, 1.458
1625582018.756, lauv-roald, DVL, 1.446
1625582018.958, lauv-roald, DVL, 1.439
1625582018.993, lauv-roald, SmartX, 1.661
1625582019.354, lauv-roald, DVL, 1.417
1625582019.492, lauv-roald, SmartX, 1.651
1625582019.555, lauv-roald, DVL, 1.393
1625582019.756, lauv-roald, DVL, 1.381
1625582019.992, lauv-roald, SmartX, 1.622
1625582020.159, lauv-roald, DVL, 1.365
1625582020.358, lauv-roald, DVL, 1.350
1625582020.492, lauv-roald, SmartX, 1.612
1625582020.558, lauv-roald, DVL, 1.344
1625582020.956, lauv-roald, DVL, 1.337
1625582020.992, lauv-roald, SmartX, 1.612
1625582021.156, lauv-roald, DVL, 1.332
1625582021.356, lauv-roald, DVL, 1.345
